system,country,origin,status,url,class
Unknown Mi-24/35 attack helicopter,Russia,Russia,destroyed,https://i.postimg.cc/26gB7bZC/Screenshot-8450.png,Helicopters
Unknown Mi-24/35 attack helicopter,Russia,Russia,destroyed,https://i.postimg.cc/TYpy76wY/k89.jpg,Helicopters
Unknown Mi-24/35 attack helicopter,Russia,Russia,damaged,https://i.postimg.cc/HxryM4jS/Screenshot-8449.png,Helicopters
Unknown tank,Russia,Russia,destroyed,https://i.postimg.cc/FKmnM11S/43fh.png,Tanks
Unknown tank,Russia,Russia,destroyed,https://i.postimg.cc/ZYXm1v90/d1k.png,Tanks
Unknown tank,Russia,Russia,destroyed,https://i.postimg.cc/Tw5GDxqp/ff13.png,Tanks
Unknown tank,Russia,Russia,destroyed,https://i.postimg.cc/W1SsT1yQ/468.png,Tanks
Unknown tank,Russia,Russia,destroyed,https://i.postimg.cc/Pq9dkXdz/d22.jpg,Tanks
Unknown tank,Russia,Russia,destroyed,https://i.postimg.cc/vHgrmVJg/4g.png,Tanks
Unknown tank,Russia,Russia,damaged,https://i.postimg.cc/44SFGsk4/4373.png,Tanks
Unknown tank,Russia,Russia,abandoned,https://i.postimg.cc/j23fFqPt/875.jpg,Tanks
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/G34hmgr4/776.jpg,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,captured,https://i.postimg.cc/VNsLBfRz/c2.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/3R5NnxtM/h78.jpg,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/JhFG4fyz/tt1.jpg,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,captured,https://i.postimg.cc/prw0P3Ww/57.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,captured,https://i.postimg.cc/kgj666Vs/23.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/LXZhqxfB/tt2.jpg,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,abandoned,https://i.postimg.cc/28tzT4wY/54.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,captured,https://i.postimg.cc/G38hB3zL/658.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://twitter.com/UAWeapons/status/1499429718281625601,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,destroyed,https://i.postimg.cc/QdnM0gx9/4fh.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/3JGCMZcG/4f2.jpg,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,captured,https://i.postimg.cc/JnP8Cxr0/Screenshot-8249.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,destroyed,https://i.postimg.cc/jScSwHTb/Screenshot-8020.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/zvcmvJ5w/41.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,damaged,https://i.postimg.cc/3Jzj3bLL/bnm.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/SR7zNYSk/f43.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://twitter.com/UAWeapons/status/1498757622211784707,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/3wn7wzQM/686.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/jj2Z5JHc/b788.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/0js4by2N/bn8.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,abandoned,https://i.postimg.cc/zDWGBmQX/dgj.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/Y95XFLhB/6hf.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,destroyed,https://i.postimg.cc/gj9TG17c/Screenshot-8228.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,damaged,https://i.postimg.cc/26pbyqvZ/v56.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,captured,https://i.postimg.cc/Y994gyQF/431.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/2ShwH1v8/f43.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Ukraine,Ukraine,destroyed,https://i.postimg.cc/vBdfY7td/Screenshot-8019.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,damaged,https://postimg.cc/WDSL6J8J,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://postimg.cc/LY0cGKr9,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,destroyed,https://i.postimg.cc/h4TPx8Nh/76j.png,"Trucks, Vehicles, and Jeeps"
Unknown truck,Russia,Russia,damaged,https://postimg.cc/phTN0Xcc,"Trucks, Vehicles, and Jeeps"
UR-77 'Meterorit' mine clearing vehicle,Russia,Soviet Union,abandoned,https://i.postimg.cc/rppvJs6P/jj.jpg,Engineering Vehicles
UR-77 'Meterorit' mine clearing vehicle,Russia,Soviet Union,captured,https://i.postimg.cc/LsvJmvb8/d23.png,Engineering Vehicles
UR-77 'Meterorit' mine clearing vehicle,Russia,Soviet Union,destroyed,https://i.postimg.cc/JnHjSKMn/d1g.png,Engineering Vehicles
UR-77 'Meterorit' mine clearing vehicle,Russia,Soviet Union,captured,https://i.postimg.cc/cCYk2x7p/3v.png,Engineering Vehicles
UR-77 'Meterorit' mine clearing vehicle,Russia,Soviet Union,captured,https://i.postimg.cc/L5KQWwN3/dfg.png,Engineering Vehicles
Ural Federal,Russia,Russia,abandoned,https://i.postimg.cc/JhwxKbT0/4454.jpg,"Trucks, Vehicles, and Jeeps"
Ural Federal,Russia,Russia,abandoned,https://postimg.cc/c6Hgjz27,"Trucks, Vehicles, and Jeeps"
Ural Federal,Russia,Russia,destroyed,https://postimg.cc/YvcvvC98,"Trucks, Vehicles, and Jeeps"
Ural Federal,Russia,Russia,abandoned,https://postimg.cc/4nNVGy79,"Trucks, Vehicles, and Jeeps"
Ural-375D,Ukraine,Soviet Union,captured,https://i.postimg.cc/FKC8wRyc/Screenshot-8025.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/MHwxS8RK/u2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/hvVRMBmD/f35.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/Xq15xBFb/542j.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/3w8MF5T8/f43.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/JnZmvhs2/u3.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/JzLmCkzr/Screenshot-8933.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/cJZQyt1F/q3.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/j5sDNGpb/d33.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/fR5byVj2/k88.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/CxbjQs0Z/q1.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/wBfFwpNT/6680.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/R0RwMCN4/q4.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/VNwZpLhm/663.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/pLJvWLmD/Screenshot-8932.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/YSJMdFCF/u1.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/d1y6JQnH/b65.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/Fs0W104C/3r5.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/rshQS3MH/f4.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/Zn9NFrj5/q6.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/brjQ7Srg/66522.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/hPY0MfcX/5579.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/7hcLKtkP/r35.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/pV3Rk7Nn/Screenshot-8931.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/Jn500txp/55799.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/26Mr9sCf/667.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/3NZBVjmC/j8l.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://postimg.cc/SXqk7XMx,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://postimg.cc/fVYM97kP,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/rw7JS1Gj/h8.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/QMknpc1R/uk.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/nzhBM8D7/q5.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/dVqB1XnD/4y.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/26swMW6w/ug1.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/sgX9wz9K/44fj.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/XNdxpWCR/b788.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/43C4BpW2/bn8.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/kDPjqNFh,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://postimg.cc/yDMtjPBF,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/RhZ0MvwT/tr2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/HL901gqB/4431.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://postimg.cc/gryBVFjK,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/0Qx3NNNy/bn8.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/hXc2bHM2,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/F1SGt9BP,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/tC7dxFFt/r2d.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/LsmnzMrK/13.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/269vZHQt/q7.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/L6z7w58H/331.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/pXL1Kn3v/5583.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/Z5GKzh1D/r1.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/dQSXZBB2/74.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/zvFf4vcZ/Screenshot-8471.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/6QcY6f4y/Screenshot-8473.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/mkzkbSC0/u1.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/7Lw5g0r2/u2.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/8cPPbrHy/3dg.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/cHcLYcQg/2dg.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/GmRQzM1X/g8k.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,damaged,https://postimg.cc/kVDPCNz0,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/KR09bC8Z,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/QdHyx61H/57.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/cHbtsDMx/a1.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,damaged,https://i.postimg.cc/xd8C4F47/tt2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/0yrVn7sf/4314.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/R0KVpG33/Screenshot-8272.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/MT3RB1JY/4f70.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,destroyed,https://postimg.cc/yJNnspb7,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/vmqnP67C/223.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/kMY6zXXK/g43.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/ZKHxv1VF/d12.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/vTzf9VLH/f2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/hvwCSsR7/ukk.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/wjbJR968/gh.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/HWfM0HcQ/33e.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,damaged,https://i.postimg.cc/fR5byVj2/k88.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/vB5YMv7C/754.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/yd0nfG2V/ff1k.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/Bvk4bF7L/Screenshot-8948.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/JzT9411T/31.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/5jvTwsWN,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/MGSjH8dQ/4313.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/PvwcD3Fp,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/2S8SK8cT/356.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/RZ337kgr/p2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/WbY733HN/4g.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Ukraine,Soviet Union,captured,https://i.postimg.cc/2SHMm16F/456.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/YvjdC8vQ,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/BQ3TWRFf/u2.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/RhjHPNbQ/q8.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/7Pc0PWYG/q9.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/Tw1hHZ5d/77h.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/xTGXZZ0j/3d.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/vmPKKKjX/r1.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/rmH8hcT2/y2.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/jjMdTV9K/5y.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/gcZ4B3nc/46.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/pdQ2SCvY/cc2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,damaged,https://postimg.cc/w12pvjgD,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,abandoned,https://i.postimg.cc/vHLG8bfn/352.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/3JZg39j4/u1.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/SR1yPs6s/f2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/3xzdgFbn/ug2.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/FzLk3HcB/g43.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/vxWKbZt6,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/sfcQf9Xq/2d3.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/7Zv4rPZS/15.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/xTvXKmS2/d335.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/t4VDp20j/vv31.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/8PnpHpHM/32fd.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/g2cq6M8R/df.png,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/HVgK3bT0,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://postimg.cc/f3bh0QRp,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,destroyed,https://i.postimg.cc/wMTvJqm1/p1.jpg,"Trucks, Vehicles, and Jeeps"
Ural-4320,Russia,Russia,captured,https://i.postimg.cc/jSm1s8cQ/f57.png,"Trucks, Vehicles, and Jeeps"
Ural-4320 Wrecker,Russia,Russia,damaged,https://i.postimg.cc/SsQHDVNQ/5579.png  ,Engineering Vehicles
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/52Wv0qgD/43fhj.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/jdJ9qN6J/f4.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,destroyed,https://i.postimg.cc/9Q7VDLd8/ff4467.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,abandoned,https://i.postimg.cc/k4x56Cb5/Screenshot-8409.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/pdjsnMg9/c1.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/D0q051ZQ/g788.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,destroyed,https://i.postimg.cc/J4zTrtZW/35.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,destroyed,https://i.postimg.cc/2STXdhYy/g5.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/LsWQyqd4/g59.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/1tZJGYQv/c2.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/9M7vtJW2/e12.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/4xTDmwy5/Screenshot-8474.png,"Trucks, Vehicles, and Jeeps"
Ural-43206,Russia,Russia,captured,https://i.postimg.cc/vm6DrVLL/h79.jpg,"Trucks, Vehicles, and Jeeps"
Ural-542301 tank transporter,Russia,Russia,abandoned,https://i.postimg.cc/63s3pqTS/Screenshot-8407.png,"Trucks, Vehicles, and Jeeps"
Varta,Ukraine,Ukraine,destroyed,https://i.postimg.cc/brz8CXX7/4319.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/zGf1Wqkg/4312.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/MpqsfLzt/66590.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/442p3Kn8/443.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/28s1cv5k/f244.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/wj9GFM8d/66579.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/rmJCSVgp/g1.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/1tG278jF/130.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/c4jKpNP5/7u.png,Infantry Mobility Vehicles
Varta,Ukraine,Ukraine,captured,https://i.postimg.cc/VvgqDJDh/7644.png,Infantry Mobility Vehicles
Vepr MRAP,Ukraine,Ukraine,captured,https://i.postimg.cc/0j3NhvTH/32dj.png,Armoured Fighting Vehicles
Vityaz DT-30 articulated tracked carrier,Russia,Russia,destroyed,https://i.postimg.cc/qRYCwdBj/16.png,Armoured Fighting Vehicles
Vityaz DT-30 articulated tracked carrier,Russia,Russia,abandoned,https://i.postimg.cc/nrSm0HNP/5g.png,Armoured Fighting Vehicles
ZALA Aero KUB-BLA loitering munition ,Russia,Russia,destroyed,https://i.postimg.cc/NjXyQSDr/3ds.png,Unmanned Aerial Vehicles
ZiL-131,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/0j3LGCqH/Screenshot-8103.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/fL9yXJ40/bf.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,abandoned,https://i.postimg.cc/bvh79gN2/d240.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/P5Y9S2VJ/d23.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/3wXqjPj0/Screenshot-8077.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/Bb3Fnx8v/bl.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/TPjprZk7/g7889.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/yxvN7tc3/69.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/vBpfYjxd/g8.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/7LSW8dKp/35.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://postimg.cc/87Yh4HSS,"Trucks, Vehicles, and Jeeps"
ZiL-131,Russia,Soviet Union,destroyed,https://i.postimg.cc/gc8PP5ZG/d3.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/0jN22LVY/d1h.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Russia,Soviet Union,destroyed,https://i.postimg.cc/W4yTJ718/n89.jpg,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/fLFKfwz9/s4.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/t4mkVgHr/36.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/Znf3n1fc/542f.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Russia,Soviet Union,abandoned,https://i.postimg.cc/1ttjTBH0/4455.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,destroyed,https://i.postimg.cc/kgPHnGM8/j8.png,"Trucks, Vehicles, and Jeeps"
ZiL-131,Ukraine,Soviet Union,captured,https://i.postimg.cc/YSjX5Wrj/dd11.png,"Trucks, Vehicles, and Jeeps"
